,date,poolDayDatas_date,poolDayDatas_volumeUSD,poolDayDatas_volumeToken0,poolDayDatas_volumeToken1,poolDayDatas_liquidity,poolDayDatas_sqrtPrice,poolDayDatas_tick,date,avgGasPrice
0,2021-05-05,1620172800,3732.0944287756056,3695.686153,1.053733492783073,3990726651924459,1339927351757144388712475515525518,194725,2021-05-05,
1,2021-05-06,1620259200,1804100.3608244695,1803816.327163,516.1450875822657,68047172598720294,1339910162090425200965669972282089,194725,2021-05-06,93000000000.0
2,2021-05-07,1620345600,24132962.613435034,24132900.806355,6912.410379553819,1126614144148477771,1342329450130962182714220163061212,194761,2021-05-07,100000000000.0
3,2021-05-08,1620432000,21333664.528153747,21335972.622553,5949.015215539579,87209657035771435,1271215747025067696231868854587672,193672,2021-05-08,
4,2021-05-09,1620518400,6330963.787682868,6330422.177312,1631.8437051138799,191200334840491900,1267131081268782544641468500372448,193608,2021-05-09,71000000000.0
5,2021-05-10,1620604800,10471004.34959329,10322817.179905,2552.0474763362226,215540829494741927,1257690245852786966138749104200205,193458,2021-05-10,
6,2021-05-11,1620691200,5488562.481382891,5486156.598052,1368.8713213860372,203124441226685067,1229344489224039172013557528485551,193002,2021-05-11,
7,2021-05-12,1620777600,5367944.06261359,5358513.025262,1276.92301948149,57876239358790115,1292835160543742827974685243401401,194010,2021-05-12,362824001524.0
8,2021-05-13,1620864000,15178881.879268225,15165587.612764,4101.214205461797,64584392790783701,1299453803385052214605121878208714,194112,2021-05-13,
9,2021-05-14,1620950400,3700837.552012383,3701598.595308,932.5590788133753,61283243989606479,1239077666716718303220146589532474,193160,2021-05-14,94000000000.0
10,2021-05-15,1621036800,6396274.490215627,6389136.756633,1676.384015566101,282363246254637220,1313241984398711545340735251088576,194323,2021-05-15,
11,2021-05-16,1621123200,17784560.996144492,17769187.843892,4963.097263952242,283013648401286026,1324844322043353637960761913472086,194499,2021-05-16,53000000000.0
12,2021-05-17,1621209600,10944541.763318112,10945901.032618,3153.2365938073767,4405765477413274,1380018119873072456950864257965097,195315,2021-05-17,
13,2021-05-18,1621296000,11172707.392603837,11176666.456831,3219.349683280718,52761838051831744,1362721756137231350283605526562618,195063,2021-05-18,
14,2021-05-19,1621382400,310888.2118923478,311109.521502,99.90665324017777,1790831890541486,1579366864191161884658289952864404,198013,2021-05-19,
15,2021-05-20,1621468800,816170.1423878082,816078.67201,294.19468888142666,13604652804504113,1514590590269829965391214784533050,197176,2021-05-20,
16,2021-05-21,1621555200,751420.2013459806,750581.597876,278.2877793505115,2792680382492809,1614950040006917385408105100457369,198459,2021-05-21,60000000000.0
17,2021-05-22,1621641600,161330.83738908224,161347.827196,68.86459334785428,2792680382492809,1663334699271877493079885325955667,199050,2021-05-22,52500000000.0
18,2021-05-23,1621728000,135931.93761004368,135868.135535,63.25894392815924,2551044787922952,1724241483460701151614304730888257,199769,2021-05-23,
19,2021-05-24,1621814400,2819218.06459573,2819376.197398,1175.3693039935783,19072164210288921,1541842955519635201912101632723935,197533,2021-05-24,35000000000.0
20,2021-05-25,1621900800,1512544.850945688,1512218.84792,584.846439230241,12500903220931074,1517987449894439683557982860817505,197221,2021-05-25,
21,2021-05-26,1621987200,1131087.36813303,1130391.360427,405.874470324096,15257348814583402,1480210825678443899992347335720528,196717,2021-05-26,
22,2021-05-27,1622073600,1401105.4271618286,1399057.101161,506.36628943150515,18789679350095666,1510557878125983516937970465170106,197123,2021-05-27,29000000000.0
23,2021-05-28,1622160000,2885154.676771459,2885279.389191,1146.1934965560445,1607633029600101,1612029936916426473466006510710368,198423,2021-05-28,
24,2021-05-29,1622246400,393360.07443522813,393590.806336,172.85759171322525,7859709172040940,1659598821101908586687722354174866,199005,2021-05-29,
25,2021-05-30,1622332800,546565.6629647498,541883.416776,231.11500867155394,7859709172040940,1619967128821379393229972570881822,198521,2021-05-30,
26,2021-05-31,1622419200,631818.6740743623,623889.16456,252.18935922025517,12643453294325471,1524460446410195074428027807541416,197306,2021-05-31,
27,2021-06-01,1622505600,4237599.63191288,4180650.275182,1650.5748668316432,34996273179414099,1544472390256197256102702083346265,197567,2021-06-01,30000000000.0
28,2021-06-02,1622592000,31096127.258277573,31097581.92102,11392.545276902116,603508896568641154,1522551906390282323243955455026228,197281,2021-06-02,42333333333.333336
29,2021-06-03,1622678400,78941204.92797437,78830029.59471,27941.306140522996,849594350022519844,1482142032822714506725138188275321,196743,2021-06-03,30650000729.5
30,2021-06-04,1622764800,50697477.24466943,50677410.076335,18817.178695774088,616935938226389392,1527730176502251700046759760105852,197349,2021-06-04,13633333333.333334
31,2021-06-05,1622851200,42590057.57831759,42580079.038701,15882.542685994751,997319154493523932,1548518649528093016290000279470922,197619,2021-06-05,
32,2021-06-06,1622937600,36386358.371807344,36383460.792106,13523.161815060515,1088906354217228705,1523386082549440232000793400986931,197292,2021-06-06,12000000000.0
33,2021-06-07,1623024000,86561526.655331,86547592.766187,31705.483230436745,881324670213237739,1560305411901620349359126063000000,197771,2021-06-07,95000000000.0
34,2021-06-08,1623110400,162106061.43581858,162092907.179902,65547.1304423477,1726916431551132395,1583337806212646214314351681000000,198064,2021-06-08,46250153333.666664
35,2021-06-09,1623196800,191487170.18263656,191500174.129311,75743.37466719594,2891973500980870391,1551340919415489249702513368881007,197655,2021-06-09,22387343937.666668
36,2021-06-10,1623283200,158601808.20231715,158591159.419156,62804.570839828586,2514888971280645917,1593906499053455561941172425217171,198197,2021-06-10,17814497853.0
37,2021-06-11,1623369600,158081857.00157297,158068760.336286,65395.536589487616,3921740441339533059,1633033070391856621743205064000000,198682,2021-06-11,11000000000.0
38,2021-06-12,1623456000,201407129.81497988,201427762.395929,85519.83620662101,3710226835748946204,1627244113697372394922109611392950,198611,2021-06-12,33152501819.75
39,2021-06-13,1623542400,181353646.1311184,181382894.299495,75221.33728927589,3128895997047890154,1582074036178398711267658253724900,198048,2021-06-13,18266666666.666668
40,2021-06-14,1623628800,158362924.22926095,158370808.593597,62582.6016124491,7462285965062477846,1559658389278992515477049974522128,197762,2021-06-14,92338194523.4
41,2021-06-15,1623715200,204384143.45746097,204375053.762276,79240.30041165015,6612490363299729520,1570340660728769080353091779588589,197899,2021-06-15,26125000000.5
42,2021-06-16,1623801600,183777880.82961598,183717191.703212,74803.32416739535,3964782902228847822,1628536528642688839467651367705289,198627,2021-06-16,26459403750.5
43,2021-06-17,1623888000,190276248.96941832,190285827.515638,79581.08551547985,5183430918572301816,1626840244076493520972710892154153,198606,2021-06-17,15666666666.666666
44,2021-06-18,1623974400,245351260.6173367,245315783.013196,108600.05614139461,4630350424304492981,1677399645953619569121545681551692,199218,2021-06-18,25500000000.0
45,2021-06-19,1624060800,200209951.30991784,200184463.667315,89911.46432527204,4341956841346430187,1701539305004906734837424257666537,199504,2021-06-19,11000000001.0
46,2021-06-20,1624147200,237871971.514286,237872724.074039,109862.27234375595,10663250762876377086,1672369978130601544279026336387091,199158,2021-06-20,16300000000.0
47,2021-06-21,1624233600,334470922.9063496,334400832.179203,166153.01570256674,1937361976505604169,1823953961181964546920629736912930,200893,2021-06-21,33552222222.22222
48,2021-06-22,1624320000,269693670.1874633,269689695.304828,142955.14221910803,2064033701100336146,1829203125258304701235204582090014,200951,2021-06-22,27600000534.666668
49,2021-06-23,1624406400,256997438.0290916,257018924.956826,129863.67773167853,3494353598550661511,1786363735650281476030909883836345,200477,2021-06-23,17000000000.0
50,2021-06-24,1624492800,210429606.87918654,210435438.381271,107235.82600135224,6135520700026164119,1777257975034606076345993439925504,200375,2021-06-24,38332290246.333336
51,2021-06-25,1624579200,225477504.0812947,225439805.228498,119214.34870826032,2732732592248441146,1860746410228760537949207536483420,201293,2021-06-25,9440000269.6
52,2021-06-26,1624665600,220192390.97522599,220208283.979956,123875.71130187518,5166499464560339397,1853456671480956337491800498369936,201214,2021-06-26,12697500000.0
53,2021-06-27,1624752000,225904391.08644277,225956236.904724,121156.12596417575,3649941738477099519,1779477610074848271782879833316592,200399,2021-06-27,18000000000.5
54,2021-06-28,1624838400,290602115.80071527,290625802.715307,141776.1488793673,6497944158648261825,1736488909108381301391827069192520,199910,2021-06-28,25566666666.666668
55,2021-06-29,1624924800,276821428.7027995,276822735.272215,127467.13073154482,5098357155017445757,1703739850708359696982412931255013,199530,2021-06-29,
56,2021-06-30,1625011200,276261056.2108546,276278021.32569,127311.46983310598,6884944664426131122,1661308847097146318639000890444555,199025,2021-06-30,10666666666.666666
57,2021-07-01,1625097600,304876051.42937446,304831094.665537,141938.174742994,6572546016308405829,1725479688395216924465535315374947,199783,2021-07-01,15747777777.777779
58,2021-07-02,1625184000,228483045.82777032,228479485.307512,109949.44210841219,6674947028748919369,1706987835190217354409795146397631,199568,2021-07-02,23018635945.0
59,2021-07-03,1625270400,183077654.14367807,183074766.376115,83472.70250607417,7337874770510325852,1679088333212391951051801159581852,199238,2021-07-03,20379400684.0
60,2021-07-04,1625356800,222133610.0616967,222160153.087245,95950.28855522948,7208735396550827143,1643744365585384435570189790147039,198813,2021-07-04,10000000000.5
61,2021-07-05,1625443200,270703668.7940212,270666550.148419,120797.17424369884,36880222292327970832,1689132038238643406442292493984690,199357,2021-07-05,8000000000.0
62,2021-07-06,1625529600,324239005.2882845,324242290.211314,141273.29112590622,11101035875437718878,1644711634164633541684544215000000,198824,2021-07-06,
63,2021-07-07,1625616000,247800364.79742095,247763577.36671,105149.77354893075,9124971546841781165,1646893743936736697748617636641538,198851,2021-07-07,29766666666.666668
64,2021-07-08,1625702400,313606213.9595318,313556614.381006,143488.2899521473,8811483575767515225,1722873824805091055267746386000000,199753,2021-07-08,38480000729.5
65,2021-07-09,1625788800,258756684.4706636,258736551.591608,121928.30799195234,9749252892235251300,1709244987522595717939738270270856,199594,2021-07-09,25076000000.0
66,2021-07-10,1625875200,218291580.93127373,218271112.154254,103046.30026153273,9765962525362716116,1724854550271411333940778929583070,199776,2021-07-10,17500000000.0
67,2021-07-11,1625961600,138392562.05896524,138400738.939401,65180.75298851474,10665388542913756677,1712502840212499246779483710246455,199632,2021-07-11,0.0
68,2021-07-12,1626048000,194656064.81657735,194611576.035139,93432.3886755344,6592271057323392610,1756938991827420407313876314029420,200145,2021-07-12,11250000364.75
69,2021-07-13,1626134400,310949764.92321444,310826202.559057,156848.5271331139,5565845099917319255,1798707912168802405900479509586742,200614,2021-07-13,29005042000.2
70,2021-07-14,1626220800,300407712.8664453,300363284.570622,154861.93456426388,8637279550118506153,1774431479775774454441164275092311,200343,2021-07-14,22333333333.666668
71,2021-07-15,1626307200,274870836.35261583,274808118.239895,141793.02401265406,5491130974215559510,1808977964233768361672239230016631,200728,2021-07-15,41500000000.0
72,2021-07-16,1626393600,230224396.92697334,230156094.270679,120945.51074286879,4354442703342994220,1829397340293899011844443218000000,200953,2021-07-16,1.0
73,2021-07-17,1626480000,198559295.56630585,198521238.243033,105353.86572525173,5998436156173724509,1818371222356766966879351238670209,200832,2021-07-17,31719065001.5
74,2021-07-18,1626566400,234246786.02229884,234213394.721167,120808.1337023086,6590013678265668558,1821298108153251273825787868676646,200864,2021-07-18,15000000000.0
75,2021-07-19,1626652800,232127850.06566408,232002773.979076,125520.22713349809,12025243379044584402,1858042352782815390551810612310840,201264,2021-07-19,27085380685.0
76,2021-07-20,1626739200,299790276.34648716,299623296.528193,169943.2183305832,7375041849178807030,1874282947141818172799505162789223,201438,2021-07-20,17183301340.0
77,2021-07-21,1626825600,412368207.48464906,412372595.455281,214762.49411646288,12075171264037206702,1773966823920728098230835874702041,200337,2021-07-21,8000000000.0
78,2021-07-22,1626912000,370451124.8241676,370456910.640001,185385.00048745688,12931248689682645677,1760777159698869687457589028142768,200188,2021-07-22,19233333333.333332
79,2021-07-23,1626998400,282623825.7764881,282679755.258716,137614.1705380229,9549371713963006997,1720248189981186107433419521409794,199722,2021-07-23,21333333333.333332
80,2021-07-24,1627084800,272515319.86133796,272434943.1582,126634.74312150973,12621515487311828606,1694311824399860135704308813150605,199419,2021-07-24,10000000000.0
81,2021-07-25,1627171200,270626098.20927066,270583635.870862,125454.38235219242,10481372740531821439,1691992115404204518689915558823984,199391,2021-07-25,7000000000.0
82,2021-07-26,1627257600,756431354.6492485,756495402.679482,327604.42359843646,13962645210430230441,1677521336613090444357232472157563,199219,2021-07-26,28866667153.0
83,2021-07-27,1627344000,511850481.76712453,511808531.686717,228857.06896685364,13323171329505756221,1651781975225530388620350193730015,198910,2021-07-27,45000000000.333336
84,2021-07-28,1627430400,453976958.09758264,453954041.649546,197606.76853409776,13952846557721015622,1652351937513850803966065127409435,198917,2021-07-28,11666666666.666666
85,2021-07-29,1627516800,268218463.35614493,268197610.867951,115930.80405180455,13255275561101469950,1623515806872095245463119657501816,198565,2021-07-29,86272000000.0
86,2021-07-30,1627603200,413427216.48318857,413425437.136728,172848.8467888909,8222144656305611512,1596939353429795407861416237153637,198235,2021-07-30,37166666666.666664
87,2021-07-31,1627689600,288088913.7650878,288112498.985954,116793.99853946385,9039930429134663715,1574393165048049816381155290430579,197950,2021-07-31,22000000000.0
88,2021-08-01,1627776000,409466125.83588016,409398383.258533,157494.83233672695,8556400963904025600,1567310799011734862408500025540232,197860,2021-08-01,50325351843.75
89,2021-08-02,1627862400,417707293.25818515,417654186.451595,161222.47497844754,15404395506503264611,1551224821267622812987271655473335,197654,2021-08-02,35779032565.25
90,2021-08-03,1627948800,566196308.9212466,566105454.995036,225993.85188257697,14969176701668440030,1582239694131115282908343876543841,198050,2021-08-03,45100000000.0
91,2021-08-04,1628035200,572381871.3419625,572404946.786039,219073.63602712878,14564847773344661985,1517709926632790497071980235388569,197217,2021-08-04,42600000516.6
92,2021-08-05,1628121600,608151328.8692318,608214990.904017,224342.1775792794,13389275717628294831,1490093640166055001029544944362839,196850,2021-08-05,49485170222.0
93,2021-08-06,1628208000,469384318.6099092,469470793.348088,166108.39995596753,13105858062054902462,1473300709797700899798316800644042,196623,2021-08-06,
94,2021-08-07,1628294400,537868760.242368,537867799.88372,177011.0929617166,8180923857097423827,1408479152796466985012787671275061,195723,2021-08-07,51169323175.0
95,2021-08-08,1628380800,546695947.2085028,546547195.823463,177892.61471366842,10458215927028175046,1443026915999926740798003175807867,196208,2021-08-08,38400000000.0
96,2021-08-09,1628467200,674231988.7146593,674319859.639559,220371.50099374977,11442164558496135230,1408166463343193772531511494493022,195719,2021-08-09,36622405777.666664
97,2021-08-10,1628553600,498323345.88302237,498272394.549521,158796.53002894862,11407060029069649930,1413134011944518750955284297027388,195789,2021-08-10,51324042420.0
98,2021-08-11,1628640000,371394836.8622615,371405769.601048,115835.47908725766,11753732175645722828,1408573326971385404302794872000000,195724,2021-08-11,
99,2021-08-12,1628726400,477711066.43170583,477651207.238912,154435.3125059903,12542377254365431488,1435520173106701960281119450250091,196103,2021-08-12,40161589383.5
100,2021-08-13,1628812800,307718979.88188106,307744758.180839,96332.94781802455,3356198080231860233,1375026082953715987570379560211493,195242,2021-08-13,46182463409.0
101,2021-08-14,1628899200,243995813.41045475,243956362.40415,74823.34710011077,12718009514596878873,1386185906347064932733528109537462,195404,2021-08-14,43111665388.0
102,2021-08-15,1628985600,347886101.42900497,347954196.475397,108581.63485427116,10080745492657065933,1377322114900716771592730566599082,195276,2021-08-15,75752743104.75
103,2021-08-16,1629072000,424824862.0342514,424640878.772702,131459.90406346024,12637182296754224096,1411618739065021317725685748595889,195768,2021-08-16,40237978666.0
104,2021-08-17,1629158400,652463503.7977515,652323931.272058,207910.87557482845,12702930806418653943,1443374926747666560600042677662758,196213,2021-08-17,40388261964.5
105,2021-08-18,1629244800,517296693.3861236,517294615.431843,170067.78915255968,14239260604314196399,1442615895179081741324671853695310,196202,2021-08-18,48110590473.6
106,2021-08-19,1629331200,426335330.4615656,426369901.625422,140215.07877798702,14786808078551318228,1404716464849326760672032972366501,195670,2021-08-19,34343136427.5
107,2021-08-20,1629417600,377260151.62562245,377322859.806963,116470.1141050235,14063853940741165248,1382293510530329101036380939494787,195348,2021-08-20,81000000000.0
108,2021-08-21,1629504000,263809460.4937904,263769450.946424,80837.09836170262,12453926011173982946,1394269787737965837371351059335331,195520,2021-08-21,35200000000.0
109,2021-08-22,1629590400,253575926.49108493,253569494.412401,79038.21915426596,15226687163682778193,1392114816428908682034504003777962,195489,2021-08-22,
110,2021-08-23,1629676800,324022374.39733523,324006712.22682,97516.6252898147,13211970486012260849,1374389834354761697157485929789641,195233,2021-08-23,64525388276.5
111,2021-08-24,1629763200,393209814.00909066,393062168.105685,120751.83135763282,12753876007652823531,1406043968550272889284148444229288,195688,2021-08-24,127494257004.5
112,2021-08-25,1629849600,388914548.60907036,388931550.957478,122369.50102098068,18167509956453857972,1394881016515967527388852670303844,195529,2021-08-25,83808992446.0
113,2021-08-26,1629936000,382345034.36315763,382312065.408918,122289.74795444436,13706944295660966161,1423204190601279675618114367442102,195931,2021-08-26,80604046877.0
114,2021-08-27,1630022400,344942348.1372145,344961408.058123,108730.32331898237,24334026280619486698,1385700054473947791357690753217292,195397,2021-08-27,
115,2021-08-28,1630108800,188854920.31583983,188826129.442125,58200.70027190232,20041589665650714414,1390900698069856352415198292860229,195472,2021-08-28,73736243502.4
116,2021-08-29,1630195200,249305678.542999,249329486.075509,77620.49012579444,13800823200288541621,1394763671853165120488663376856843,195527,2021-08-29,71699335432.0
117,2021-08-30,1630281600,372595657.73842543,372597123.126414,115399.6943295465,13298075665034033647,1395039949603007099414755974490544,195531,2021-08-30,94006909043.66667
118,2021-08-31,1630368000,450342900.2483038,450347450.875967,134570.41038879115,8522341267297698744,1352040123108687720101867448181455,194905,2021-08-31,
119,2021-09-01,1630454400,517800752.43800247,517674813.664344,144741.75641180802,2028041150837730686,1280671527367842631167719483859920,193820,2021-09-01,201908571795.0
120,2021-09-02,1630540800,351361263.2365047,351232750.485329,93076.6358113927,10044367191600131518,1286599325674560279243393458524189,193913,2021-09-02,
121,2021-09-03,1630627200,404889458.23784953,404602849.671389,104293.40516662363,10086107243410193788,1262509527366457851792539402229162,193535,2021-09-03,128158301752.5
122,2021-09-04,1630713600,259153588.70693251,259107600.956701,66424.18921264606,11868227364848814844,1270578413986992158412986578152408,193662,2021-09-04,
123,2021-09-05,1630800000,290996556.23607993,290897470.835341,74444.16889267665,10474631569709218035,1259906615253899487134014867244447,193494,2021-09-05,126531366544.75
124,2021-09-06,1630886400,286596592.3182782,286514058.58901,72962.15920259137,12454209182118196247,1263473285192682662678980865158812,193550,2021-09-06,130832526749.75
125,2021-09-07,1630972800,559606570.5155373,559174251.988016,155464.60290689566,6560115946263120443,1350926294119815546556840350252530,194889,2021-09-07,426500000000.0
126,2021-09-08,1631059200,520025741.33123213,519771892.025204,151941.5531500588,6346376507449332121,1339772250717200151319317384555786,194723,2021-09-08,74251189166.0
127,2021-09-09,1631145600,353102005.249431,352908672.35983,101372.83367025756,3606464953443478348,1353398944717848622720125669678462,194925,2021-09-09,126328787425.5
128,2021-09-10,1631232000,351831532.75995904,351497847.286187,106056.05976533306,3414018891902696482,1398511427122485422647808269809581,195581,2021-09-10,
129,2021-09-11,1631318400,316160940.512339,316078422.815503,96434.57508628423,8052405362196542390,1386725622673354086120163909813549,195412,2021-09-11,76891131238.5
130,2021-09-12,1631404800,270447775.02313983,270351957.412586,80209.14183003709,8199338258101432944,1357266231436423717594497622030534,194982,2021-09-12,55369770923.5
131,2021-09-13,1631491200,359737836.5052503,359598649.150606,110717.98649484357,4308820817199068244,1381749991256044846080034283785348,195340,2021-09-13,69300000000.0
132,2021-09-14,1631577600,254116529.3042329,254008660.685875,76154.17898486565,5179729964026982436,1352036525822299685010258969619268,194905,2021-09-14,
133,2021-09-15,1631664000,261388139.59618878,261282093.63234,75345.01347802195,4029418981623868083,1317871564160876460677423687962896,194393,2021-09-15,62671752774.5
134,2021-09-16,1631750400,439912013.64409155,439819082.31668,122571.32467020283,14277639325519959661,1325808559417321407160929886473049,194513,2021-09-16,
135,2021-09-17,1631836800,417151946.9512217,417114750.311646,120072.48748277496,15403219813382025941,1359432485106634670464573048069374,195014,2021-09-17,
136,2021-09-18,1631923200,304997197.6787901,304971820.079099,88280.92567392283,13153191531305809189,1351365377211521504957997943497857,194895,2021-09-18,
137,2021-09-19,1632009600,292547300.0161844,292461275.729366,86837.4734269969,9026859212526139729,1373333123656336421692257382573536,195218,2021-09-19,43844870788.0
138,2021-09-20,1632096000,925178997.9405432,924555372.399476,298789.47720675956,7428448195745612554,1452569920355872917648271422361891,196340,2021-09-20,124781449706.5
139,2021-09-21,1632182400,931034017.5017154,930770848.389657,317948.79543951136,9777285254326448078,1509239785691313472060314422076107,197105,2021-09-21,
140,2021-09-22,1632268800,647273964.943366,647230971.273186,220950.3384725477,6285989558251964864,1428548341210067314434963141565590,196006,2021-09-22,56368155883.0
141,2021-09-23,1632355200,467301928.0487483,467100297.023664,150416.5182014265,6852501727395786309,1410517332822285903154363852340807,195752,2021-09-23,58386144471.0
142,2021-09-24,1632441600,654229595.2856182,653911764.650933,223567.74685839767,8649998353974526076,1463628852062565994742424125048626,196491,2021-09-24,91840090803.0
143,2021-09-25,1632528000,558696883.2127532,558578680.926073,192235.0039198428,8497474688014865352,1464704827415629215470152035159191,196506,2021-09-25,40624376116.0
144,2021-09-26,1632614400,705041461.0143044,704826984.84564,240154.5939527354,11025392343756028505,1431761160557107925429724041093207,196051,2021-09-26,56625831775.666664
145,2021-09-27,1632700800,556268808.7635773,556149066.562438,181463.4026694783,7123886033986829229,1463944805978313781175603278846863,196496,2021-09-27,
146,2021-09-28,1632787200,448553118.85022414,448421686.817913,155219.43950120767,5349128440043892969,1496774182761381911104831502376022,196939,2021-09-28,87444106329.4
147,2021-09-29,1632873600,404295418.86004764,404151466.040961,140924.88151490965,7010106577879845730,1483700445873661781645888212902206,196764,2021-09-29,75132287404.5
148,2021-09-30,1632960000,531088743.7825956,530983695.932521,177985.50856617824,17948159781305249945,1446284954507081237384712019713955,196253,2021-09-30,111426996726.66667
149,2021-10-01,1633046400,485618064.7002733,485626337.192116,153705.07801018932,7886868255097546949,1377695801826872066429738706683481,195281,2021-10-01,92295273759.75
150,2021-10-02,1633132800,324549755.1483745,324485135.0704,96804.97384286684,10645154006275314082,1360523205826964856625988276445242,195030,2021-10-02,55772088133.0
151,2021-10-03,1633219200,331925379.5896097,331853327.646272,97077.59737590389,11987431627937599318,1354830811330428737879527763372413,194946,2021-10-03,37290726725.0
152,2021-10-04,1633305600,448434285.42423725,448338093.342746,133263.41378193465,9654221378630750974,1362744368005152494879059880824113,195063,2021-10-04,170260322554.5
153,2021-10-05,1633392000,332976649.18448174,333004852.48961,96874.03873380243,8918310737833738941,1335906864005116604795365426242453,194665,2021-10-05,127737966304.5
154,2021-10-06,1633478400,500381487.4907381,500282942.895113,142829.69753684924,8271844606638996472,1324766579266102966752759731866762,194498,2021-10-06,108414515726.0
155,2021-10-07,1633564800,412741356.6845882,412694659.306396,115501.70317257171,8674411817702296119,1323130935788550408700113485326406,194473,2021-10-07,
156,2021-10-08,1633651200,375258063.74256086,375153372.639828,104061.48039720663,11154431022438133917,1327008707149726009474796059357375,194531,2021-10-08,96160136779.25
157,2021-10-09,1633737600,224058862.74747097,224030867.964183,62400.14295840387,12892310952854596408,1325286065219520352619561452387039,194505,2021-10-09,74606519541.0
158,2021-10-10,1633824000,392218348.00125676,392187880.180233,111263.17194208279,8467776911345354072,1355625807420738920457666718611079,194958,2021-10-10,47300000000.0
159,2021-10-11,1633910400,484086851.84636545,484090047.219922,137031.22068727305,13348532697340664643,1330988769185429741599258057953904,194591,2021-10-11,116514145100.33333
160,2021-10-12,1633996800,593600940.8433427,593446345.492583,170435.60728509858,13355190227264116127,1341538111929656842767910584414482,194749,2021-10-12,82221316997.33333
161,2021-10-13,1634083200,461691041.4383377,461642159.550184,132137.98623251377,12666430190293061865,1319300264946870242709116597444954,194415,2021-10-13,88186563708.0
162,2021-10-14,1634169600,544268131.2403579,544219520.630507,145988.51260249811,19033970390254308593,1287171515695945470438099482816098,193922,2021-10-14,114628686329.5
163,2021-10-15,1634256000,684161389.5863165,684148819.645236,179338.75135147828,13771561306226661366,1274437091018895576540967688500501,193723,2021-10-15,123165571164.5
164,2021-10-16,1634342400,467575351.4670337,467559156.110057,120516.67430286562,17885999111058015865,1280514750145264806779480059140188,193818,2021-10-16,80059627402.0
165,2021-10-17,1634428800,384104276.820549,384078516.476193,100939.38416517635,17733382291899626452,1275904353291418966705547168849259,193746,2021-10-17,77655655228.5
166,2021-10-18,1634515200,542865009.4217336,542778815.041171,143458.95716750427,16133808084970093052,1294721288859365121802827382867730,194039,2021-10-18,97863121108.25
167,2021-10-19,1634601600,567035137.0353687,567053702.38436,148938.42534303517,17321949414876893519,1272321926547116021926422885743624,193690,2021-10-19,
168,2021-10-20,1634688000,526039086.739622,526098497.058211,131323.21263237667,11897779443067880830,1228381957997228862580703966062129,192987,2021-10-20,77380137293.66667
169,2021-10-21,1634774400,930139113.5150478,930111575.392107,223404.92380602975,11220890960353898581,1244016529371137308164807449756731,193240,2021-10-21,88283531015.33333
170,2021-10-22,1634860800,588526889.5443709,588455263.373777,145203.95341203132,10907313560161239708,1257214449034318122750289894503690,193451,2021-10-22,95022997971.0
171,2021-10-23,1634947200,390074178.8541088,390134776.289587,96228.31024157467,14679413215277700916,1227169817442573375625562488595352,192967,2021-10-23,65485116575.666664
172,2021-10-24,1635033600,420779472.3075069,420638075.465418,103534.5967132902,16886482321346819120,1239776212021049976206731729315109,193171,2021-10-24,52871523706.0
173,2021-10-25,1635120000,384063598.5616051,384086205.424777,92293.00011628984,13750900995858647793,1219860053799752298778320574061660,192847,2021-10-25,72162936673.5
174,2021-10-26,1635206400,508392365.7945214,508122898.759202,121308.45027544077,12954965136124735629,1232584520147813519249883416107153,193055,2021-10-26,
175,2021-10-27,1635292800,677096491.6693386,676972464.887507,166239.52118453427,9065564648495291135,1264363354311953039149050388000000,193564,2021-10-27,
176,2021-10-28,1635379200,620822863.3530093,620785617.442299,150141.64190673872,9476599040342642526,1210266097759734392155187520807809,192690,2021-10-28,
177,2021-10-29,1635465600,451989056.240897,451882597.385974,103526.94114356866,10711168482425041524,1192941830506509895963908448291425,192401,2021-10-29,230289913642.0
178,2021-10-30,1635552000,361104950.3961261,360767829.96307,83591.864419855,12840199176925903271,1205240788112691144874924605952678,192606,2021-10-30,122596063445.0
179,2021-10-31,1635638400,340663418.00614786,340655120.132541,79340.43409267846,8759494780412886503,1209685675817010336440031491636642,192680,2021-10-31,
180,2021-11-01,1635724800,411061865.5119257,411043846.371533,95607.46119385028,15528002967503038243,1204709674553587352636027982466539,192597,2021-11-01,180289796277.5
181,2021-11-02,1635811200,465170685.92706627,465288507.830298,104770.19332521387,15282973194907899740,1169717220120021203578120772415580,192008,2021-11-02,141306414874.66666
182,2021-11-03,1635897600,428114616.7248499,428052084.588215,93625.00002512746,13743523402696996588,1167668266007919291813345423705139,191973,2021-11-03,117775086277.0
183,2021-11-04,1635984000,387507982.5864997,387432106.750521,85648.9641389897,11723029380407449557,1176508798755506715465214168377027,192124,2021-11-04,
184,2021-11-05,1636070400,269044754.5506827,268985208.974908,59770.669563313495,18175109891718227159,1183772166378828679507177912257547,192247,2021-11-05,148170240934.0
185,2021-11-06,1636156800,302216355.94612336,302201314.429254,67942.00469593803,26166155920621332489,1178916731788570919339191814467430,192165,2021-11-06,89669281165.5
186,2021-11-07,1636243200,275483092.9319304,275463995.114714,60050.5908279438,28666473180950614407,1166420948016397486887454397653626,191951,2021-11-07,
187,2021-11-08,1636329600,497122176.8591809,497276485.431256,104979.36057969068,21655118517143941098,1142293616406072442115674268992284,191533,2021-11-08,138862043758.0
